Id,Nombre,CostoUnitario,Iva
1757,Plancha de ropa con vapor,8068550,0.19
2026,Dron,9601795,0.19
1868,Robot aspirador,7862195,0.19
2063,Smartwatch,3394510,0.19
1039,Tableta gráfica,3792102,0.19
770,Máquina de afeitar eléctrica,3776382,0.19
1857,Smartphone,1005572,0.19
2806,Kit de realidad virtual (VR),8992378,0.19
806,Consola de videojuegos,2011537,0.19
2013,Altavoces Bluetooth,6816036,0.19
2813,Disco duro externo,1938680,0.19
423,Videocámara,2624900,0.19
2293,Videocámara,6831064,0.19
2781,Proyector,8599633,0.19
980,Altavoces Bluetooth,7121735,0.19
1795,Cargador inalámbrico,4533252,0.19
2438,Máquina de afeitar eléctrica,5500365,0.19
1082,Auriculares inalámbricos,5741208,0.19
1868,Router inalámbrico,9818757,0.19
2953,Reloj inteligente para deportes,7183052,0.19
483,Ratón óptico,1908797,0.19
1531,Cámara digital,4762420,0.19
1062,Smartphone,8351992,0.19
192,Monitor de computadora,1575773,0.19
1225,Consola de videojuegos,6700009,0.19
440,Televisor,9495302,0.19
1527,Reloj inteligente para deportes,3940089,0.19
277,Videocámara,6367364,0.19
2846,Impresora,5164556,0.19
191,Reloj inteligente para deportes,8783202,0.19
281,Consola de videojuegos,8980072,0.19
2762,Altavoces Bluetooth,1657664,0.19
934,Laptop,5323838,0.19
1265,Linterna LED,1569732,0.19
1135,Router inalámbrico,772399,0.19
959,Máquina de afeitar eléctrica,6013583,0.19
1573,Teclado mecánico,1311928,0.19
371,Monitor de computadora,9248711,0.19
2615,Reloj inteligente para deportes,3240473,0.19
1385,Consola de videojuegos,5049377,0.19
2833,Smartphone,1555579,0.19
1634,Tablet,4779245,0.19
1410,Reproductor de DVD/Blu-ray,7290915,0.19
810,Linterna LED,4031664,0.19
959,Consola de videojuegos,871007,0.19
2618,Impresora,5934648,0.19
1369,Smartphone,1941300,0.19
2111,Impresora,2901479,0.19
1226,Robot aspirador,1225990,0.19
2235,Cámara digital,767778,0.19
544,Plancha de ropa con vapor,1001736,0.19
638,Plancha de ropa con vapor,8725261,0.19
379,Disco duro externo,3033004,0.19
1757,Disco duro externo,3724270,0.19
1747,Tableta gráfica,5893732,0.19
675,Kit de realidad virtual (VR),7282036,0.19
499,Auriculares inalámbricos,8460127,0.19
2031,Robot aspirador,5234650,0.19
1563,Linterna LED,1308616,0.19
1611,Disco duro externo,5696524,0.19
670,Disco duro externo,899907,0.19
2274,Auriculares inalámbricos,614313,0.19
2856,Robot aspirador,8565802,0.19
1422,Disco duro externo,5190317,0.19
1725,Smartwatch,8181191,0.19
538,Laptop,5640697,0.19
449,Proyector,3597184,0.19
117,Dron,800094,0.19
2614,Reloj inteligente para deportes,5184984,0.19
2105,Monitor de computadora,5036712,0.19
2078,Smartphone,659208,0.19
931,Consola de videojuegos,6886456,0.19
2152,Consola de videojuegos,3423781,0.19
1372,Teclado mecánico,2326822,0.19
560,Proyector,8264368,0.19
516,Altavoces Bluetooth,7126264,0.19
671,Máquina de afeitar eléctrica,7401393,0.19
1004,Proyector,9410095,0.19
2263,Altavoces Bluetooth,9827994,0.19
1397,Reloj inteligente para deportes,3112041,0.19
2605,Tablet,6736869,0.19
521,Televisor,2009749,0.19
1470,Plancha de ropa con vapor,9163768,0.19
1635,Dron,4570022,0.19
1068,Monitor de computadora,9161048,0.19
560,Router inalámbrico,6175806,0.19
1689,Monitor de computadora,5947031,0.19
147,Consola de videojuegos,7505913,0.19
1318,Laptop,9629665,0.19
680,Proyector,9616767,0.19
2632,Teclado mecánico,9909176,0.19
682,Termostato inteligente,6320252,0.19
1518,Plancha de ropa con vapor,9506116,0.19
2334,Dron,1424830,0.19
122,Cámara digital,6692593,0.19
2591,Robot aspirador,2859764,0.19
268,Robot aspirador,8361780,0.19
2389,Monitor de computadora,9848163,0.19
34,Smartphone,7853314,0.19
1601,Reloj inteligente para deportes,3396208,0.19
1561,Laptop,679235,0.19
2887,Proyector,7369911,0.19
895,Ratón óptico,6177598,0.19
95,Smartwatch,5810648,0.19
1833,Auriculares inalámbricos,8843020,0.19
2916,Impresora,5566412,0.19
584,Router inalámbrico,8408631,0.19
1282,Tablet,7469558,0.19
2864,Altavoces Bluetooth,3390842,0.19
1772,Impresora,2961883,0.19
874,Impresora,6403699,0.19
2313,Kit de realidad virtual (VR),981500,0.19
920,Laptop,7497665,0.19
649,Auriculares inalámbricos,7594162,0.19
1441,Plancha de ropa con vapor,2738701,0.19
881,Laptop,8204079,0.19
1487,Altavoces Bluetooth,4096743,0.19
2558,Consola de videojuegos,6428031,0.19
405,Consola de videojuegos,4321223,0.19
578,Consola de videojuegos,5353280,0.19
2047,Batería externa,1216583,0.19
1477,Reloj inteligente para deportes,3402907,0.19
1662,Plancha de ropa con vapor,1161951,0.19
2934,Disco duro externo,7484066,0.19
2374,Robot aspirador,9354932,0.19
1413,Plancha de ropa con vapor,5383865,0.19
437,Batería externa,1022254,0.19
1346,Termostato inteligente,9713828,0.19
942,Monitor de computadora,4292776,0.19
1060,Smartphone,5850160,0.19
199,Laptop,2048697,0.19
2648,Router inalámbrico,4998175,0.19
1354,Máquina de afeitar eléctrica,9241193,0.19
2242,Ratón óptico,3502909,0.19
159,Ratón óptico,865653,0.19
2982,Cargador inalámbrico,2144411,0.19
26,Robot aspirador,6288558,0.19
559,Videocámara,4305078,0.19
1471,Auriculares inalámbricos,1443972,0.19
2000,Termostato inteligente,9133532,0.19
401,Altavoces Bluetooth,7510926,0.19
946,Termostato inteligente,1135008,0.19
2187,Laptop,6511852,0.19
1429,Router inalámbrico,728816,0.19
2943,Cámara digital,695425,0.19
810,Batería externa,762494,0.19
1649,Impresora,3368741,0.19
1324,Termostato inteligente,5017118,0.19
1379,Kit de realidad virtual (VR),990867,0.19
1489,Laptop,4934674,0.19
572,Consola de videojuegos,5132179,0.19
2982,Altavoces Bluetooth,9721820,0.19
3000,Teclado mecánico,3740573,0.19
1740,Tableta gráfica,2933500,0.19
1442,Batería externa,1242231,0.19
2770,Termostato inteligente,2521553,0.19
1029,Smartwatch,5293626,0.19
12,Proyector,3376313,0.19
1407,Ratón óptico,6235377,0.19
534,Proyector,3858452,0.19
1143,Videocámara,1516966,0.19
1899,Videocámara,4216668,0.19
1182,Ratón óptico,8522951,0.19
2811,Consola de videojuegos,2471499,0.19
2196,Altavoces Bluetooth,9877399,0.19
2789,Monitor de computadora,1721052,0.19
1461,Tableta gráfica,922857,0.19
2621,Videocámara,9316843,0.19
940,Sistema de sonido envolvente,4693283,0.19
1820,Auriculares inalámbricos,1886539,0.19
436,Cargador inalámbrico,6003073,0.19
1198,Sistema de sonido envolvente,5912263,0.19
2103,Monitor de computadora,5905798,0.19
192,Linterna LED,4633112,0.19
1269,Monitor de computadora,7310196,0.19
2325,Teclado mecánico,6209869,0.19
459,Kit de realidad virtual (VR),3297961,0.19
2577,Plancha de ropa con vapor,7307865,0.19
1436,Robot aspirador,2605141,0.19
2140,Smartphone,2896189,0.19
1001,Batería externa,4773831,0.19
450,Router inalámbrico,7884857,0.19
2695,Termostato inteligente,1124116,0.19
2949,Televisor,9652064,0.19
1557,Batería externa,2326269,0.19
730,Auriculares inalámbricos,6560662,0.19
1730,Reloj inteligente para deportes,2065592,0.19
434,Proyector,8467794,0.19
1007,Kit de realidad virtual (VR),8615553,0.19
548,Videocámara,5263882,0.19
1321,Termostato inteligente,1482595,0.19
384,Teclado mecánico,4814720,0.19
1396,Impresora,2411215,0.19
2465,Smartwatch,3358550,0.19
2302,Videocámara,6401127,0.19
2008,Linterna LED,3074464,0.19
1330,Laptop,6787196,0.19
1379,Termostato inteligente,7282297,0.19
1956,Reloj inteligente para deportes,5901187,0.19
170,Ratón óptico,6299824,0.19
2302,Smartphone,6529784,0.19
1712,Plancha de ropa con vapor,4394689,0.19
2791,Ratón óptico,5197057,0.19
1223,Smartwatch,4821413,0.19
2396,Laptop,5048099,0.19
2139,Tableta gráfica,6557774,0.19
1308,Termostato inteligente,3223274,0.19
2636,Smartwatch,4317962,0.19
1864,Tableta gráfica,2310644,0.19
1234,Smartphone,3524663,0.19
636,Teclado mecánico,590047,0.19
1581,Dron,9057448,0.19
687,Linterna LED,6651156,0.19
2786,Máquina de afeitar eléctrica,3610907,0.19
1701,Cargador inalámbrico,9475355,0.19
966,Plancha de ropa con vapor,2011008,0.19
329,Linterna LED,9611590,0.19
319,Ratón óptico,600239,0.19
2721,Videocámara,6175475,0.19
2103,Teclado mecánico,1410932,0.19
143,Máquina de afeitar eléctrica,1627121,0.19
2996,Sistema de sonido envolvente,3405569,0.19
756,Tablet,1299108,0.19
2873,Sistema de sonido envolvente,4608887,0.19
2392,Tablet,6291535,0.19
1509,Altavoces Bluetooth,1162642,0.19
223,Televisor,3880948,0.19
1492,Batería externa,4303587,0.19
842,Dron,4173540,0.19
1914,Linterna LED,8881112,0.19
2769,Termostato inteligente,7239955,0.19
1722,Cámara digital,4584755,0.19
357,Auriculares inalámbricos,2885397,0.19
2672,Máquina de afeitar eléctrica,2919590,0.19
1788,Disco duro externo,9102173,0.19
2022,Impresora,1658104,0.19
2454,Batería externa,9101686,0.19
1903,Impresora,8043246,0.19
132,Reproductor de DVD/Blu-ray,4449402,0.19
1257,Tableta gráfica,8274259,0.19
738,Laptop,7258345,0.19
2365,Altavoces Bluetooth,6765875,0.19
212,Consola de videojuegos,3482905,0.19
548,Router inalámbrico,2888690,0.19
1162,Plancha de ropa con vapor,5645228,0.19
562,Batería externa,9220602,0.19
966,Disco duro externo,5846278,0.19
484,Cámara digital,6672571,0.19
538,Máquina de afeitar eléctrica,9414866,0.19
750,Consola de videojuegos,7952495,0.19
2707,Proyector,9457113,0.19
2172,Laptop,9703062,0.19
172,Altavoces Bluetooth,6298482,0.19
453,Laptop,2511346,0.19
1883,Robot aspirador,8556250,0.19
2836,Router inalámbrico,707401,0.19
2198,Reloj inteligente para deportes,6381422,0.19
593,Tableta gráfica,6663022,0.19
823,Robot aspirador,8118240,0.19
2499,Ratón óptico,4670730,0.19
2434,Sistema de sonido envolvente,9711462,0.19
2333,Televisor,8759432,0.19
495,Kit de realidad virtual (VR),1663989,0.19
1136,Linterna LED,1526607,0.19
470,Laptop,9105417,0.19
1642,Plancha de ropa con vapor,3964975,0.19
550,Cámara digital,6811078,0.19
2556,Impresora,7803092,0.19
1677,Plancha de ropa con vapor,4493989,0.19
839,Smartphone,1070565,0.19
848,Máquina de afeitar eléctrica,9746995,0.19
2271,Plancha de ropa con vapor,3493246,0.19
2845,Máquina de afeitar eléctrica,2925066,0.19
194,Smartphone,8200853,0.19
25,Kit de realidad virtual (VR),7136218,0.19
1155,Consola de videojuegos,3356591,0.19
47,Sistema de sonido envolvente,4832186,0.19
229,Cámara digital,586641,0.19
2031,Cargador inalámbrico,661781,0.19
982,Batería externa,7022355,0.19
575,Batería externa,6700542,0.19
2721,Robot aspirador,7649429,0.19
2984,Impresora,8145695,0.19
1080,Smartwatch,9983411,0.19
366,Impresora,1282454,0.19
2589,Termostato inteligente,4427112,0.19
1005,Robot aspirador,4180808,0.19
2425,Laptop,6409407,0.19
191,Linterna LED,1998379,0.19
2878,Monitor de computadora,6595408,0.19
1931,Altavoces Bluetooth,1033872,0.19
1859,Televisor,9967853,0.19
2826,Televisor,5140717,0.19
2277,Proyector,6750621,0.19
1168,Batería externa,9184117,0.19
899,Batería externa,3147261,0.19
370,Linterna LED,1196592,0.19
1652,Auriculares inalámbricos,7530834,0.19
1539,Impresora,6931770,0.19
939,Televisor,1756847,0.19
445,Termostato inteligente,8615365,0.19
1825,Cámara digital,2867714,0.19
2202,Reloj inteligente para deportes,1185001,0.19
2637,Robot aspirador,9744736,0.19
10,Tablet,8825890,0.19
1958,Reloj inteligente para deportes,3509838,0.19
2706,Kit de realidad virtual (VR),8006957,0.19
1020,Máquina de afeitar eléctrica,3269699,0.19
375,Smartphone,5508990,0.19
95,Disco duro externo,2924734,0.19
398,Robot aspirador,3510324,0.19
1282,Laptop,7290835,0.19
942,Reproductor de DVD/Blu-ray,1606276,0.19
2807,Proyector,8897808,0.19
1059,Smartphone,6269012,0.19
1357,Proyector,8116955,0.19
2048,Ratón óptico,8465113,0.19
1453,Kit de realidad virtual (VR),4651028,0.19
2827,Impresora,8980613,0.19
790,Televisor,7179414,0.19
729,Reproductor de DVD/Blu-ray,7333370,0.19
399,Laptop,5730462,0.19
62,Dron,9253994,0.19
414,Batería externa,4981646,0.19
1005,Smartwatch,2047570,0.19
2256,Batería externa,4056251,0.19
1049,Máquina de afeitar eléctrica,3147999,0.19
609,Router inalámbrico,9065649,0.19
2696,Tablet,9385284,0.19
1905,Cargador inalámbrico,3735766,0.19
2190,Plancha de ropa con vapor,5914072,0.19
1393,Smartwatch,9597780,0.19
933,Batería externa,2649869,0.19
1395,Altavoces Bluetooth,6080425,0.19
888,Linterna LED,4787805,0.19
272,Tableta gráfica,7291339,0.19
96,Batería externa,5537419,0.19
517,Altavoces Bluetooth,6789453,0.19
1580,Monitor de computadora,8126392,0.19
2178,Linterna LED,9693650,0.19
2331,Sistema de sonido envolvente,6551274,0.19
1262,Ratón óptico,1107804,0.19
127,Tableta gráfica,2145519,0.19
1581,Tableta gráfica,2883487,0.19
2984,Cargador inalámbrico,8723029,0.19
621,Smartphone,8155655,0.19
610,Consola de videojuegos,3801185,0.19
1980,Cargador inalámbrico,2914072,0.19
2400,Kit de realidad virtual (VR),2051434,0.19
1333,Auriculares inalámbricos,2336767,0.19
1259,Auriculares inalámbricos,7514704,0.19
779,Impresora,1973661,0.19
1585,Linterna LED,3479845,0.19
2862,Ratón óptico,2031006,0.19
1202,Disco duro externo,1584972,0.19
2366,Tablet,1568968,0.19
1401,Reloj inteligente para deportes,6170683,0.19
1546,Robot aspirador,8648453,0.19
1414,Monitor de computadora,9467491,0.19
2696,Batería externa,8231885,0.19
1380,Tableta gráfica,4061524,0.19
1519,Smartphone,9247011,0.19
2673,Televisor,4361450,0.19
2014,Smartphone,2087170,0.19
2791,Altavoces Bluetooth,5933587,0.19
2900,Auriculares inalámbricos,8294534,0.19
2940,Termostato inteligente,2326630,0.19
248,Ratón óptico,4514322,0.19
1464,Tableta gráfica,2266052,0.19
482,Kit de realidad virtual (VR),9038095,0.19
2864,Teclado mecánico,7665439,0.19
1907,Televisor,5829047,0.19
1495,Termostato inteligente,4935553,0.19
2252,Reloj inteligente para deportes,4530503,0.19
2324,Máquina de afeitar eléctrica,5488009,0.19
2090,Disco duro externo,9327659,0.19
788,Videocámara,1861100,0.19
160,Máquina de afeitar eléctrica,1393459,0.19
731,Sistema de sonido envolvente,641809,0.19
324,Videocámara,2842668,0.19
596,Plancha de ropa con vapor,6675882,0.19
2067,Cámara digital,841330,0.19
1953,Dron,5077137,0.19
1630,Tableta gráfica,6311694,0.19
1051,Smartwatch,620808,0.19
698,Cámara digital,1986964,0.19
2442,Teclado mecánico,5560862,0.19
42,Termostato inteligente,4562760,0.19
457,Smartwatch,8934716,0.19
2596,Disco duro externo,3888637,0.19
2883,Dron,9396753,0.19
885,Linterna LED,3755123,0.19
40,Kit de realidad virtual (VR),3998964,0.19
882,Laptop,3289340,0.19
2321,Reloj inteligente para deportes,3432481,0.19
1920,Televisor,6302988,0.19
365,Teclado mecánico,3178433,0.19
1627,Altavoces Bluetooth,4370375,0.19
1661,Robot aspirador,5040215,0.19
1283,Impresora,2324206,0.19
1940,Máquina de afeitar eléctrica,692570,0.19
1370,Consola de videojuegos,3354184,0.19
2714,Teclado mecánico,5929411,0.19
240,Televisor,7183237,0.19
2008,Plancha de ropa con vapor,7513955,0.19
621,Televisor,7678514,0.19
2517,Reproductor de DVD/Blu-ray,2781982,0.19
1606,Cámara digital,992739,0.19
2584,Reloj inteligente para deportes,3711372,0.19
1829,Monitor de computadora,5860124,0.19
501,Consola de videojuegos,1357088,0.19
1106,Consola de videojuegos,677301,0.19
1423,Plancha de ropa con vapor,9029751,0.19
1059,Impresora,834758,0.19
2320,Termostato inteligente,2923312,0.19
2530,Videocámara,4698457,0.19
287,Videocámara,7794358,0.19
1893,Laptop,4041388,0.19
2889,Ratón óptico,835557,0.19
1068,Teclado mecánico,5010004,0.19
1502,Reproductor de DVD/Blu-ray,4334823,0.19
2108,Kit de realidad virtual (VR),5692548,0.19
1507,Ratón óptico,7180682,0.19
1956,Termostato inteligente,2651084,0.19
2901,Laptop,1126308,0.19
831,Smartphone,9581318,0.19
113,Tablet,813536,0.19
2347,Tableta gráfica,4957052,0.19
424,Disco duro externo,4390309,0.19
942,Kit de realidad virtual (VR),5612903,0.19
1467,Plancha de ropa con vapor,5046886,0.19
482,Teclado mecánico,2327844,0.19
1839,Televisor,9000661,0.19
1795,Termostato inteligente,586304,0.19
82,Monitor de computadora,5072480,0.19
317,Impresora,3482442,0.19
1110,Termostato inteligente,9321786,0.19
327,Dron,6978110,0.19
1381,Impresora,8328697,0.19
1511,Auriculares inalámbricos,5314748,0.19
252,Sistema de sonido envolvente,1046330,0.19
2492,Smartwatch,9546234,0.19
2741,Impresora,1461678,0.19
984,Altavoces Bluetooth,5366051,0.19
629,Cámara digital,6322009,0.19
2255,Disco duro externo,4084637,0.19
77,Ratón óptico,7591851,0.19
2203,Reproductor de DVD/Blu-ray,3219880,0.19
1780,Laptop,6188086,0.19
1873,Cámara digital,4476828,0.19
2030,Auriculares inalámbricos,5988324,0.19
647,Smartwatch,2113035,0.19
2933,Kit de realidad virtual (VR),4334040,0.19
1153,Videocámara,5176880,0.19
418,Tablet,3782635,0.19
1546,Máquina de afeitar eléctrica,3707025,0.19
1298,Smartwatch,673729,0.19
983,Smartphone,2159552,0.19
694,Disco duro externo,5954988,0.19
19,Tableta gráfica,7033626,0.19
1083,Ratón óptico,2746851,0.19
2303,Teclado mecánico,3061404,0.19
70,Router inalámbrico,2963743,0.19
1336,Impresora,9556452,0.19
451,Tablet,5916746,0.19
2655,Dron,1465965,0.19
1999,Router inalámbrico,7612844,0.19
1440,Reloj inteligente para deportes,2935084,0.19
1902,Monitor de computadora,2723583,0.19
1419,Laptop,8664411,0.19
1999,Ratón óptico,1306729,0.19
2688,Máquina de afeitar eléctrica,955949,0.19
2879,Reproductor de DVD/Blu-ray,7228057,0.19
2622,Linterna LED,5225921,0.19
2846,Ratón óptico,4512696,0.19
2441,Teclado mecánico,6265939,0.19
2913,Smartwatch,1964384,0.19
2587,Televisor,8639291,0.19
92,Linterna LED,2069284,0.19
2688,Termostato inteligente,8217479,0.19
548,Termostato inteligente,3773557,0.19
1925,Altavoces Bluetooth,4437534,0.19
489,Altavoces Bluetooth,2081107,0.19
2530,Máquina de afeitar eléctrica,5526588,0.19
545,Dron,4399156,0.19
2466,Videocámara,4834427,0.19
697,Reloj inteligente para deportes,4877171,0.19
1655,Kit de realidad virtual (VR),2173244,0.19
1994,Linterna LED,6451920,0.19
2596,Linterna LED,1577282,0.19
2136,Smartphone,1937194,0.19
798,Tablet,9800663,0.19
178,Ratón óptico,2468721,0.19
2509,Auriculares inalámbricos,1133243,0.19
206,Tableta gráfica,7810048,0.19
1061,Tablet,1342848,0.19
436,Impresora,7179059,0.19
504,Proyector,2757121,0.19
1481,Televisor,5817837,0.19
2851,Tableta gráfica,801282,0.19
1899,Dron,9485800,0.19
1298,Máquina de afeitar eléctrica,8933819,0.19
1533,Kit de realidad virtual (VR),3319608,0.19
2538,Ratón óptico,545859,0.19
244,Máquina de afeitar eléctrica,1292270,0.19
757,Smartphone,1284945,0.19
2558,Laptop,8733186,0.19
176,Máquina de afeitar eléctrica,8255971,0.19
541,Dron,6134841,0.19
2338,Cámara digital,5504748,0.19
1636,Termostato inteligente,8641734,0.19
1005,Batería externa,4246650,0.19
1154,Kit de realidad virtual (VR),4031893,0.19
2445,Cámara digital,5922212,0.19
1058,Batería externa,4205213,0.19
2953,Disco duro externo,4411466,0.19
1789,Plancha de ropa con vapor,5435788,0.19
1714,Disco duro externo,3012069,0.19
20,Linterna LED,7634185,0.19
1204,Ratón óptico,7266415,0.19
684,Consola de videojuegos,678304,0.19
2006,Dron,6662270,0.19
1976,Ratón óptico,1352439,0.19
402,Auriculares inalámbricos,7454197,0.19
1875,Tablet,3163702,0.19
2546,Disco duro externo,4171421,0.19
789,Altavoces Bluetooth,7112183,0.19
1465,Videocámara,7722320,0.19
1445,Tablet,5226294,0.19
46,Router inalámbrico,4487443,0.19
1197,Linterna LED,7438082,0.19
2688,Dron,6094894,0.19
2867,Auriculares inalámbricos,847694,0.19
2450,Monitor de computadora,4228225,0.19
888,Plancha de ropa con vapor,4554509,0.19
2185,Altavoces Bluetooth,9638800,0.19
2182,Impresora,4936512,0.19
1327,Kit de realidad virtual (VR),9964824,0.19
2569,Kit de realidad virtual (VR),7937186,0.19
553,Robot aspirador,6336603,0.19
2698,Smartphone,6708884,0.19
2077,Teclado mecánico,8554827,0.19
360,Kit de realidad virtual (VR),6270333,0.19
502,Dron,3913248,0.19
20,Plancha de ropa con vapor,4262363,0.19
1439,Sistema de sonido envolvente,9441357,0.19
1141,Ratón óptico,3191943,0.19
2887,Monitor de computadora,4387007,0.19
808,Televisor,8523633,0.19
192,Reloj inteligente para deportes,2717796,0.19
1406,Dron,8314889,0.19
2948,Sistema de sonido envolvente,4078174,0.19
920,Router inalámbrico,3367309,0.19
2017,Consola de videojuegos,7118616,0.19
2032,Kit de realidad virtual (VR),7363326,0.19
299,Reproductor de DVD/Blu-ray,8564704,0.19
2313,Cámara digital,4729390,0.19
960,Plancha de ropa con vapor,5390391,0.19
515,Smartphone,6234436,0.19
2648,Televisor,2598627,0.19
34,Altavoces Bluetooth,1424906,0.19
1409,Smartwatch,7650536,0.19
1355,Batería externa,7897113,0.19
1707,Batería externa,6614820,0.19
510,Tablet,4052732,0.19
2450,Reproductor de DVD/Blu-ray,4938755,0.19
1811,Monitor de computadora,7991800,0.19
1274,Consola de videojuegos,9197122,0.19
1221,Linterna LED,7605237,0.19
998,Tablet,8302613,0.19
1272,Plancha de ropa con vapor,6948835,0.19
1156,Altavoces Bluetooth,4540891,0.19
2659,Linterna LED,6594061,0.19
2550,Tablet,1309059,0.19
1224,Auriculares inalámbricos,826597,0.19
2922,Linterna LED,9073638,0.19
2524,Kit de realidad virtual (VR),9542154,0.19
255,Impresora,1058676,0.19
248,Teclado mecánico,7887715,0.19
94,Linterna LED,2903047,0.19
2336,Impresora,4037847,0.19
2482,Tablet,8023330,0.19
2164,Termostato inteligente,6304161,0.19
1256,Auriculares inalámbricos,6666170,0.19
1756,Linterna LED,5697432,0.19
2108,Ratón óptico,5028256,0.19
2349,Monitor de computadora,1496324,0.19
1773,Linterna LED,6643039,0.19
1877,Termostato inteligente,4535068,0.19
2929,Disco duro externo,5247225,0.19
2211,Impresora,9708679,0.19
2399,Tablet,2868263,0.19
956,Batería externa,7841686,0.19
2707,Máquina de afeitar eléctrica,935167,0.19
2711,Consola de videojuegos,673519,0.19
1954,Ratón óptico,2186165,0.19
1786,Teclado mecánico,1983048,0.19
25,Consola de videojuegos,2420056,0.19
220,Smartwatch,9309756,0.19
2273,Kit de realidad virtual (VR),1623205,0.19
969,Cargador inalámbrico,4974007,0.19
886,Impresora,1199507,0.19
498,Batería externa,1696729,0.19
810,Auriculares inalámbricos,9532001,0.19
1001,Termostato inteligente,2860891,0.19
2074,Sistema de sonido envolvente,1346444,0.19
1591,Laptop,9515623,0.19
1115,Smartphone,8973161,0.19
1841,Sistema de sonido envolvente,4943236,0.19
1210,Reproductor de DVD/Blu-ray,9281044,0.19
1625,Sistema de sonido envolvente,6996447,0.19
1986,Disco duro externo,6946101,0.19
2767,Smartwatch,6559863,0.19
154,Cargador inalámbrico,8246744,0.19
2529,Tablet,2497515,0.19
2508,Teclado mecánico,6368276,0.19
784,Cámara digital,1212122,0.19
884,Linterna LED,6904381,0.19
2087,Televisor,8385455,0.19
500,Altavoces Bluetooth,7558732,0.19
1217,Monitor de computadora,1085893,0.19
1334,Televisor,2014732,0.19
1856,Batería externa,5810105,0.19
23,Smartphone,6212580,0.19
931,Tablet,1204134,0.19
1474,Reloj inteligente para deportes,1035712,0.19
358,Linterna LED,4861860,0.19
494,Cámara digital,2289892,0.19
2760,Teclado mecánico,2895768,0.19
2474,Laptop,6049663,0.19
2758,Plancha de ropa con vapor,7688002,0.19
1532,Plancha de ropa con vapor,8940108,0.19
121,Termostato inteligente,7135680,0.19
2056,Disco duro externo,6715800,0.19
2350,Robot aspirador,2306235,0.19
2423,Reproductor de DVD/Blu-ray,5142973,0.19
1184,Reloj inteligente para deportes,3394996,0.19
1531,Videocámara,9970270,0.19
172,Videocámara,2848290,0.19
2753,Reloj inteligente para deportes,7509714,0.19
2542,Smartphone,641273,0.19
2229,Router inalámbrico,4886176,0.19
2667,Videocámara,6544834,0.19
970,Reloj inteligente para deportes,2358593,0.19
778,Cámara digital,1717248,0.19
2088,Máquina de afeitar eléctrica,7223644,0.19
2591,Tableta gráfica,1217091,0.19
769,Sistema de sonido envolvente,926711,0.19
143,Monitor de computadora,4111099,0.19
1262,Consola de videojuegos,9595982,0.19
2459,Impresora,7333972,0.19
1408,Termostato inteligente,778785,0.19
373,Termostato inteligente,8233427,0.19
1835,Disco duro externo,1942029,0.19
501,Proyector,4701673,0.19
1290,Smartphone,1984393,0.19
2238,Videocámara,4159338,0.19
2625,Termostato inteligente,1315568,0.19
1034,Sistema de sonido envolvente,4347225,0.19
2403,Reproductor de DVD/Blu-ray,7719623,0.19
845,Consola de videojuegos,9372438,0.19
892,Batería externa,8628367,0.19
182,Laptop,4923992,0.19
2275,Linterna LED,4324529,0.19
2350,Televisor,1094290,0.19
2438,Router inalámbrico,5565355,0.19
420,Videocámara,6906510,0.19
1514,Reproductor de DVD/Blu-ray,8095492,0.19
791,Reloj inteligente para deportes,8957215,0.19
478,Proyector,6525299,0.19
1122,Tablet,8304451,0.19
171,Auriculares inalámbricos,1675401,0.19
1657,Consola de videojuegos,2293652,0.19
1896,Router inalámbrico,940242,0.19
2909,Reproductor de DVD/Blu-ray,1234357,0.19
1798,Ratón óptico,3018912,0.19
1006,Ratón óptico,2062226,0.19
129,Reloj inteligente para deportes,4916459,0.19
1281,Cámara digital,3215905,0.19
1046,Teclado mecánico,8587107,0.19
1490,Plancha de ropa con vapor,2767686,0.19
1174,Proyector,4374962,0.19
2539,Tableta gráfica,8972849,0.19
172,Monitor de computadora,9733586,0.19
131,Teclado mecánico,6035669,0.19
805,Smartwatch,6919707,0.19
2827,Televisor,6095192,0.19
2133,Reloj inteligente para deportes,4629946,0.19
2057,Consola de videojuegos,7105995,0.19
2711,Videocámara,9956831,0.19
2032,Router inalámbrico,4418754,0.19
433,Laptop,2928793,0.19
1481,Laptop,3012040,0.19
1601,Sistema de sonido envolvente,4970223,0.19
47,Ratón óptico,6656658,0.19
828,Tablet,4576583,0.19
694,Monitor de computadora,8755051,0.19
2116,Laptop,5961924,0.19
1795,Teclado mecánico,2225599,0.19
2158,Televisor,9042600,0.19
845,Impresora,7612074,0.19
880,Tableta gráfica,7106055,0.19
2978,Proyector,1502408,0.19
541,Linterna LED,4264521,0.19
654,Ratón óptico,8049834,0.19
1050,Monitor de computadora,5982878,0.19
1384,Dron,4438645,0.19
369,Proyector,9953521,0.19
264,Teclado mecánico,1823625,0.19
544,Dron,3864154,0.19
1999,Cargador inalámbrico,573819,0.19
1177,Ratón óptico,4885638,0.19
687,Cámara digital,4004873,0.19
959,Kit de realidad virtual (VR),4681955,0.19
12,Reproductor de DVD/Blu-ray,2370906,0.19
518,Laptop,3308672,0.19
1503,Cargador inalámbrico,9420962,0.19
1925,Termostato inteligente,8432581,0.19
641,Máquina de afeitar eléctrica,8781801,0.19
512,Tablet,8447163,0.19
2652,Televisor,6063291,0.19
2970,Smartwatch,4268415,0.19
